DateTime,Artist Name,Genre,Stage Location,Expected Audience Size,Actual Audience Size,Audience Engagement Score,Performance Duration,Setup Time,Tear Down Time
12/8/2023 3:05:50 PM,The Data Wranglers,Jazz,VIP Lounge,5715,576,4,32,51,39
8/20/2023 3:49:13 PM,The Query Strings,Indie,DJ Tent,3056,3056,2,80,52,50
4/22/2024 11:38:39 PM,Neural Nets,Electronic,Indie Arena,8177,1342,4,69,26,45
5/10/2023 4:11:40 PM,Bit Rate,Electronic,Indie Arena,3822,1704,9,97,25,45
8/2/2023 7:58:02 PM,Byte Beat,Rock,DJ Tent,5187,237,2,65,34,16
12/18/2023 1:46:35 AM,Segmentation Fault,Electronic,DJ Tent,6560,2808,4,80,23,33
3/16/2024 7:22:49 PM,Parallel Processors,Rock,DJ Tent,2270,2270,2,30,15,26
5/2/2023 5:02:39 PM,Cluster Funk,Hip Hop,Main Stage,3491,3491,5,62,17,24
8/16/2023 10:39:59 PM,Cache Miss,Hip Hop,VIP Lounge,7042,6481,3,36,35,45
12/22/2023 3:39:05 PM,Parallel Processors,Hip Hop,VIP Lounge,1716,1716,2,81,37,59
1/28/2024 1:25:16 PM,Cache Miss,Electronic,VIP Lounge,9208,8544,9,40,23,36
4/17/2023 1:17:41 AM,Cluster Funk,Electronic,DJ Tent,6558,4232,5,56,33,37
2/7/2024 4:21:53 AM,The Data Wranglers,Rock,VIP Lounge,2856,2856,5,43,59,37
5/9/2023 9:48:32 AM,Byte Beat,Jazz,DJ Tent,6953,487,1,115,33,29
9/10/2023 5:59:21 PM,The Data Wranglers,Rock,Main Stage,7809,882,6,109,37,40
7/22/2023 1:09:36 PM,Infinite Loop,Hip Hop,Indie Arena,2036,2036,7,75,41,17
11/13/2023 3:59:17 PM,Infinite Loop,Rock,DJ Tent,3191,3191,1,105,41,37
11/3/2023 6:56:26 AM,Infinite Loop,Jazz,DJ Tent,1068,1068,9,39,53,34
3/4/2024 12:44:22 PM,Recursive Rhythms,Electronic,Indie Arena,7397,5844,8,53,50,59
5/24/2023 4:51:44 PM,Bit Rate,Rock,Indie Arena,3303,3303,8,90,26,54
2/19/2024 4:37:44 PM,Segmentation Fault,Hip Hop,Main Stage,6599,3835,7,47,41,53
5/6/2023 6:01:59 PM,Byte Beat,Hip Hop,VIP Lounge,5273,5270,5,115,48,22
4/1/2024 2:14:21 PM,Syntax Error,Electronic,DJ Tent,989,989,3,38,47,32
8/11/2023 3:24:17 AM,Syntax Error,Rock,VIP Lounge,9084,6868,9,46,42,55
3/21/2024 12:38:33 PM,Parallel Processors,Jazz,DJ Tent,9273,734,7,87,45,20
12/31/2023 1:53:18 PM,Recursive Rhythms,Electronic,Main Stage,7482,4283,8,42,46,41
6/18/2023 8:01:50 AM,Cluster Funk,Rock,Indie Arena,3631,627,6,79,34,50
11/4/2023 2:43:33 PM,The Algorithmics,Indie,Main Stage,901,901,5,35,54,29
12/30/2023 10:06:23 AM,Infinite Loop,Hip Hop,Indie Arena,8334,277,8,114,49,51
12/27/2023 4:41:10 AM,Infinite Loop,Jazz,VIP Lounge,3449,2378,3,80,45,19
4/23/2024 10:45:00 AM,The Algorithmics,Jazz,VIP Lounge,8105,2781,7,65,45,53
1/10/2024 8:38:46 PM,The Data Wranglers,Jazz,Main Stage,3301,3301,2,100,52,23
1/17/2024 9:31:18 AM,Epsilon Greedy,Hip Hop,Indie Arena,449,449,3,54,36,21
9/25/2023 10:55:27 PM,The Query Strings,Rock,Main Stage,9859,9305,2,40,59,55
2/7/2024 8:03:45 PM,Neural Nets,Electronic,Indie Arena,9421,1759,5,73,55,34
12/17/2023 9:59:21 PM,Recursive Rhythms,Rock,Indie Arena,683,683,7,43,23,24
12/8/2023 5:13:27 PM,Bit Rate,Electronic,VIP Lounge,3477,1284,1,58,23,40
9/3/2023 7:13:53 AM,Hello World,Jazz,VIP Lounge,6128,6128,9,103,29,18
8/5/2023 11:25:01 PM,Recursive Rhythms,Rock,Indie Arena,7794,5255,1,79,27,52
6/30/2023 5:10:46 PM,Neural Nets,Jazz,Indie Arena,6296,1470,1,34,36,38
2/5/2024 10:02:26 PM,Segmentation Fault,Indie,Indie Arena,7183,818,8,101,30,28
1/27/2024 1:25:40 PM,The Data Wranglers,Jazz,VIP Lounge,3501,3501,6,98,46,55
5/9/2024 2:40:34 AM,Bit Rate,Jazz,VIP Lounge,3285,3285,6,117,16,15
11/24/2023 3:26:03 AM,Bit Rate,Electronic,DJ Tent,5385,5385,9,86,40,31
2/23/2024 9:25:32 AM,Random Forest,Indie,Indie Arena,9454,3154,4,55,28,59
5/27/2023 3:56:33 PM,Infinite Loop,Jazz,DJ Tent,6872,4405,8,35,52,38
2/4/2024 2:50:35 AM,Byte Beat,Jazz,Indie Arena,8590,3355,4,45,48,41
1/15/2024 7:19:40 AM,Syntax Error,Indie,VIP Lounge,3447,1588,2,89,22,21
5/7/2023 8:05:10 AM,Syntax Error,Indie,DJ Tent,888,888,8,41,50,23
12/23/2023 3:09:36 AM,Bit Rate,Rock,DJ Tent,5045,5045,7,104,35,57
6/3/2023 1:18:28 PM,The Data Wranglers,Electronic,Main Stage,2989,2989,4,32,57,49
10/31/2023 6:11:37 PM,Byte Beat,Indie,Indie Arena,9669,8311,9,92,42,26
9/6/2023 4:13:36 AM,Hello World,Indie,VIP Lounge,5373,5373,9,93,58,35
4/3/2024 7:34:39 PM,Epsilon Greedy,Hip Hop,Main Stage,3372,3372,8,91,20,17
7/17/2023 2:35:38 AM,The Algorithmics,Indie,Main Stage,9169,7176,1,35,34,29
1/27/2024 9:49:05 AM,Neural Nets,Electronic,Indie Arena,5334,530,7,48,45,35
5/13/2023 9:35:14 AM,Parallel Processors,Jazz,Main Stage,9869,5313,5,47,47,24
8/24/2023 2:52:15 PM,The Query Strings,Jazz,Indie Arena,7002,4144,7,109,58,47
3/30/2024 5:53:00 PM,The Algorithmics,Jazz,Main Stage,7712,6217,9,116,21,20
9/25/2023 7:21:50 PM,Hello World,Jazz,Indie Arena,2592,2592,2,72,22,16
3/8/2024 7:40:21 AM,Hello World,Hip Hop,VIP Lounge,6845,2942,4,102,23,43
